1990-01-01	0.000	0	0.000	0	30.000	1	30.000	1	30.000	1	25.000	1	20.000	1	30.000	1	30.000	1	20.000	1	30.000	1	30.000	1	30.000	1	30.000	1	30.000	1	30.000	1	30.000	1	30.000	1	25.000	1	30.000	1	20.000	1	20.000	1	20.000	1	20.000	1
1990-01-02	20.000	1	20.000	1	20.000	1	20.000	1	10.000	1	10.000	1	10.000	1	10.000	1	10.000	1	20.000	1	20.000	1	20.000	1	20.000	1	20.000	1	20.000	1	20.000	1	20.000	1	10.000	1	10.000	1	20.000	1	20.000	1	20.000	1	20.000	1	20.000	1
1990-01-03	20.000	1	20.000	1	30.000	1	35.000	1	45.000	1	50.000	1	50.000	1	55.000	1	75.000	1	95.000	1	75.000	1	75.000	1	105.000	1	110.000	1	90.000	1	75.000	1	65.000	1	55.000	1	50.000	1	50.000	1	50.000	1	40.000	1	45.000	1	55.000	1
1990-01-04	60.000	1	60.000	1	70.000	1	80.000	1	75.000	1	60.000	1	60.000	1	70.000	1	75.000	1	95.000	1	105.000	1	115.000	1	115.000	1	105.000	1	90.000	1	85.000	1	75.000	1	70.000	1	65.000	1	60.000	1	60.000	1	50.000	1	50.000	1	50.000	1
1990-01-05	50.000	1	50.000	1	50.000	1	50.000	1	50.000	1	55.000	1	70.000	1	70.000	1	70.000	1	50.000	1	50.000	1	55.000	1	60.000	1	60.000	1	50.000	1	35.000	1	40.000	1	35.000	1	30.000	1	30.000	1	30.000	1	30.000	1	30.000	1	30.000	1
1990-01-06	45.000	1	50.000	1	50.000	1	65.000	1	75.000	1	75.000	1	75.000	1	70.000	1	70.000	1	70.000	1	80.000	1	75.000	1	70.000	1	65.000	1	70.000	1	85.000	1	80.000	1	75.000	1	75.000	1	100.000	1	95.000	1	95.000	1	105.000	1	105.000	1
1990-01-07	105.000	1	95.000	1	75.000	1	70.000	1	70.000	1	70.000	1	90.000	1	90.000	1	75.000	1	65.000	1	50.000	1	40.000	1	45.000	1	40.000	1	35.000	1	30.000	1	35.000	1	40.000	1	40.000	1	45.000	1	50.000	1	45.000	1	40.000	1	45.000	1
1990-01-08	40.000	1	40.000	1	40.000	1	40.000	1	40.000	1	45.000	1	55.000	1	55.000	1	55.000	1	50.000	1	50.000	1	60.000	1	65.000	1	75.000	1	85.000	1	80.000	1	65.000	1	50.000	1	50.000	1	55.000	1	60.000	1	50.000	1	50.000	1	55.000	1
1990-01-09	55.000	1	55.000	1	40.000	1	30.000	1	30.000	1	30.000	1	35.000	1	40.000	1	55.000	1	85.000	1	95.000	1	90.000	1	110.000	1	105.000	1	100.000	1	100.000	1	95.000	1	100.000	1	100.000	1	110.000	1	105.000	1	85.000	1	100.000	1	100.000	1
1990-01-10	95.000	1	100.000	1	90.000	1	85.000	1	75.000	1	65.000	1	70.000	1	90.000	1	105.000	1	100.000	1	120.000	1	115.000	1	110.000	1	90.000	1	75.000	1	70.000	1	70.000	1	75.000	1	90.000	1	90.000	1	70.000	1	70.000	1	70.000	1	75.000	1
