# Genererated av make_knapsack_data.pl
# Sun Dec 16 09:13:09 2007
param WTMAX := 102;
param: ITEMS: VALUE WEIGHT :=

 1 62 55
 2 42 91
 3 95 83
 4 49 82
 5 85 27
 6 51 30
 7 44 32
 8 52 1
 9 19 11
 10 49 70
 11 42 0
 12 17 32
 13 52 9
 14 97 76
 15 30 58
 16 37 1
 17 99 72
 18 79 35
 19 84 28
 20 14 35
 21 3 6
 22 69 86
 23 54 86
 24 81 60
 25 97 42
 26 15 9
 27 83 92
 28 94 19
 29 33 54
 30 35 83
 31 5 24
 32 26 20
 33 93 9
 34 38 63
 35 69 12
 36 2 4
 37 34 19
 38 76 79
 39 24 78
 40 4 2
 41 98 93
 42 76 21
 43 77 56
 44 3 64
 45 53 42
 46 92 96
 47 44 50
 48 93 19
 49 94 3
 50 40 60
 51 63 96
 52 59 19
 53 23 18
 54 72 27
 55 16 35
 56 79 49
 57 91 87
 58 91 70
 59 60 72
 60 26 53
 61 69 58
 62 59 58
 63 93 7
 64 44 58
 65 29 33
 66 18 96
 67 42 22
 68 77 79
 69 93 74
 70 11 38
 71 68 91
 72 52 4
 73 21 81
 74 12 92
 75 3 34
 76 74 70
 77 52 60
 78 46 67
 79 53 71
 80 24 68
 81 92 37
 82 67 26
 83 59 47
 84 48 33
 85 2 98
 86 33 62
 87 66 79
 88 7 94
 89 65 12
 90 47 52
 91 46 75
 92 47 13
 93 79 85
 94 51 88
 95 60 61
 96 92 33
 97 16 13
 98 89 17
 99 58 68
 100 81 35
;
